US1CASA0010,20100101,PRCP,8,,,N,0700
US1CASA0010,20100102,PRCP,30,,,N,0700
US1CASA0010,20100103,PRCP,5,,,N,0700
US1CASA0010,20100105,PRCP,5,,,N,0700
US1CASA0010,20100109,PRCP,13,,,N,0700
US1CASA0010,20100110,PRCP,8,,,N,0700
US1CASA0010,20100112,PRCP,58,,,N,0700
US1CASA0010,20100113,PRCP,46,,,N,0700
US1CASA0010,20100116,PRCP,5,,,N,0700
US1CASA0010,20100117,PRCP,8,,,N,0700
US1CASA0010,20100118,PRCP,114,,,N,0700
US1CASA0010,20100119,PRCP,191,,,N,0700
US1CASA0010,20100121,PRCP,203,,,N,0700
US1CASA0010,20100122,PRCP,201,,,N,0700
US1CASA0010,20100123,PRCP,64,,,N,0700
US1CASA0010,20100124,PRCP,5,,,N,0700
US1CASA0010,20100125,PRCP,48,,,N,0700
US1CASA0010,20100126,PRCP,122,,,N,0700
US1CASA0010,20100127,PRCP,10,,,N,0700
US1CASA0010,20100130,PRCP,33,,,N,0700
US1CASA0010,20100203,PRCP,10,,,N,0700
US1CASA0010,20100205,PRCP,191,,,N,0700
US1CASA0010,20100207,PRCP,61,,,N,0700
US1CASA0010,20100209,PRCP,33,,,N,0700
US1CASA0010,20100212,PRCP,23,,,N,0700
US1CASA0010,20100213,PRCP,3,,,N,0700
US1CASA0010,20100215,PRCP,8,,,N,0700
US1CASA0010,20100222,PRCP,15,,,N,0700
US1CASA0010,20100224,PRCP,193,,,N,0700
US1CASA0010,20100227,PRCP,224,,,N,0700
US1CASA0010,20100228,PRCP,71,,,N,0700
US1CASA0010,20100303,PRCP,147,,,N,0700
US1CASA0010,20100304,PRCP,251,,,N,0700
US1CASA0010,20100305,PRCP,10,,,N,0700
US1CASA0010,20100310,PRCP,56,,,N,0700
US1CASA0010,20100312,PRCP,122,,,N,0700
US1CASA0010,20100324,PRCP,15,,,N,0700
US1CASA0010,20100330,PRCP,33,,,N,0700
US1CASA0010,20100331,PRCP,152,,,N,0700
US1CASA0010,20100405,PRCP,226,,,N,0700
US1CASA0010,20100412,PRCP,132,,,N,0700
US1CASA0010,20100413,PRCP,51,,,N,0700
US1CASA0010,20100420,PRCP,94,,,N,0700
US1CASA0010,20100421,PRCP,97,,,N,0700
US1CASA0010,20100422,PRCP,38,,,N,0700
US1CASA0010,20100427,PRCP,5,,,N,0700
US1CASA0010,20100428,PRCP,71,,,N,0700
US1CASA0010,20100429,PRCP,18,,,N,0700
US1CASA0010,20100510,PRCP,10,,,N,0700
US1CASA0010,20100511,PRCP,56,,,N,0700
US1CASA0010,20100526,PRCP,66,,,N,0700
US1CASA0010,20100709,PRCP,8,,,N,0700
US1CASA0010,20100919,PRCP,5,,,N,0700
US1CASA0010,20101017,PRCP,38,,,N,0700
US1CASA0010,20101022,PRCP,8,,,N,0700
US1CASA0010,20101023,PRCP,15,,,N,0700
US1CASA0010,20101024,PRCP,185,,,N,0700
US1CASA0010,20101025,PRCP,312,,,N,0700
US1CASA0010,20101029,PRCP,3,,,N,0700
US1CASA0010,20101107,PRCP,89,,,N,0700
US1CASA0010,20101108,PRCP,51,,,N,0700
US1CASA0010,20101110,PRCP,10,,,N,0700
US1CASA0010,20101120,PRCP,246,,,N,0700
US1CASA0010,20101121,PRCP,196,,,N,0700
US1CASA0010,20101127,PRCP,150,,,N,0700
US1CASA0010,20101128,PRCP,38,,,N,0700
US1CASA0010,20101203,PRCP,28,,,N,0700
US1CASA0010,20101204,PRCP,13,,,N,0700
US1CASA0010,20101205,PRCP,91,,,N,0700
US1CASA0010,20101206,PRCP,203,,,N,0700
US1CASA0010,20101208,PRCP,13,,,N,0700
US1CASA0010,20101209,PRCP,25,,,N,0700
US1CASA0010,20101211,PRCP,5,,,N,0700
US1CASA0010,20101212,PRCP,8,,,N,0700
US1CASA0010,20101214,PRCP,8,,,N,0700
US1CASA0010,20101215,PRCP,99,,,N,0700
US1CASA0010,20101217,PRCP,20,,,N,0700
US1CASA0010,20101218,PRCP,338,,,N,0700
US1CASA0010,20101219,PRCP,386,,,N,0700
US1CASA0010,20101220,PRCP,46,,,N,0700
US1CASA0010,20101222,PRCP,86,,,N,0700
US1CASA0010,20101225,PRCP,8,,,N,0700
US1CASA0010,20101226,PRCP,216,,,N,0700
US1CASA0010,20101228,PRCP,46,,,N,0700
US1CASA0010,20101229,PRCP,122,,,N,0700
US1CASA0010,20101230,PRCP,8,,,N,0700
US1CASA0010,20110101,PRCP,46,,,N,0700
US1CASA0010,20110107,PRCP,8,,,N,0700
US1CASA0010,20110112,PRCP,43,,,N,0700
US1CASA0010,20110126,PRCP,10,,,N,0700
US1CASA0010,20110128,PRCP,10,,,N,0700
US1CASA0010,20110130,PRCP,152,,,N,0700
US1CASA0010,20110204,PRCP,8,,,N,0700
US1CASA0010,20110214,PRCP,28,,,N,0700
US1CASA0010,20110216,PRCP,218,,,N,0700
US1CASA0010,20110217,PRCP,51,,,N,0700
US1CASA0010,20110219,PRCP,330,,,N,0700
US1CASA0010,20110225,PRCP,239,,,N,0700
US1CASA0010,20110226,PRCP,124,,,N,0700
US1CASA0010,20110302,PRCP,20,,,N,0700
US1CASA0010,20110303,PRCP,10,,,N,0700
US1CASA0010,20110307,PRCP,213,,,N,0700
US1CASA0010,20110314,PRCP,173,,,N,0700
US1CASA0010,20110315,PRCP,41,,,N,0700
US1CASA0010,20110316,PRCP,152,,,N,0700
US1CASA0010,20110317,PRCP,76,,,N,0700
US1CASA0010,20110319,PRCP,216,,,N,0700
US1CASA0010,20110321,PRCP,140,,,N,0700
US1CASA0010,20110322,PRCP,5,,,N,0700
US1CASA0010,20110323,PRCP,58,,,N,0700
US1CASA0010,20110324,PRCP,97,,,N,0700
US1CASA0010,20110325,PRCP,328,,,N,0700
US1CASA0010,20110326,PRCP,122,,,N,0700
US1CASA0010,20110327,PRCP,69,,,N,0700
US1CASA0010,20110328,PRCP,8,,,N,0700
US1CASA0010,20110418,PRCP,28,,,N,0700
US1CASA0010,20110425,PRCP,23,,,N,0700
US1CASA0010,20110515,PRCP,86,,,N,0700
US1CASA0010,20110516,PRCP,58,,,N,0700
US1CASA0010,20110517,PRCP,102,,,N,0700
US1CASA0010,20110518,PRCP,152,,,N,0700
US1CASA0010,20110519,PRCP,13,,,N,0700
US1CASA0010,20110528,PRCP,28,,,N,0700
US1CASA0010,20110602,PRCP,28,,,N,0700
US1CASA0010,20110605,PRCP,132,,,N,0700
US1CASA0010,20110606,PRCP,5,,,N,0700
US1CASA0010,20110629,PRCP,66,,,N,0700
US1CASA0010,20110630,PRCP,69,,,N,0700
US1CASA0010,20111005,PRCP,165,,,N,0700
US1CASA0010,20111006,PRCP,33,,,N,0700
US1CASA0010,20111007,PRCP,48,,,N,0700
US1CASA0010,20111011,PRCP,224,,,N,0700
US1CASA0010,20111105,PRCP,76,,,N,0700
US1CASA0010,20111112,PRCP,38,,,N,0700
US1CASA0010,20111119,PRCP,107,,,N,0700
US1CASA0010,20111125,PRCP,38,,,N,0700
US1CASA0010,20111126,PRCP,5,,,N,0700
US1CASA0010,20111128,PRCP,10,,,N,0700
US1CASA0010,20111129,PRCP,5,,,N,0700
US1CASA0010,20111213,PRCP,53,,,N,0700
US1CASA0010,20111216,PRCP,5,,,N,0700
US1CASA0010,20120120,PRCP,51,,,N,0700
US1CASA0010,20120121,PRCP,419,,,N,0700
US1CASA0010,20120123,PRCP,254,,,N,0700
US1CASA0010,20120206,PRCP,51,,,N,0700
US1CASA0010,20120207,PRCP,33,,,N,0700
US1CASA0010,20120213,PRCP,94,,,N,0700
US1CASA0010,20120215,PRCP,20,,,N,0700
US1CASA0010,20120229,PRCP,86,,,N,0700
US1CASA0010,20120302,PRCP,64,,,N,0700
US1CASA0010,20120313,PRCP,142,,,N,0700
US1CASA0010,20120315,PRCP,157,,,N,0700
US1CASA0010,20120316,PRCP,43,,,N,0700
US1CASA0010,20120317,PRCP,234,,,N,0700
US1CASA0010,20120319,PRCP,41,,,N,0700
US1CASA0010,20120325,PRCP,117,,,N,0700
US1CASA0010,20120328,PRCP,262,,,N,0700
US1CASA0010,20120331,PRCP,10,,,N,0700
US1CASA0010,20120401,PRCP,86,,,N,0700
US1CASA0010,20120411,PRCP,43,,,N,0700
US1CASA0010,20120412,PRCP,251,,,N,0700
US1CASA0010,20120413,PRCP,312,,,N,0700
US1CASA0010,20120414,PRCP,38,,,N,0700
US1CASA0010,20120426,PRCP,175,,,N,0700
US1CASA0010,20121022,PRCP,119,,,N,0700
US1CASA0010,20121023,PRCP,145,,,N,0700
US1CASA0010,20121024,PRCP,25,,,N,0700
US1CASA0010,20121025,PRCP,18,,,N,0700
US1CASA0010,20121101,PRCP,97,,,N,0700
US1CASA0010,20121117,PRCP,297,,,N,0700
US1CASA0010,20121118,PRCP,10,,,N,0700
US1CASA0010,20121129,PRCP,246,,,N,0700
US1CASA0010,20121130,PRCP,391,,,N,0700
US1CASA0010,20121201,PRCP,401,,,N,0700
US1CASA0010,20121202,PRCP,325,,,N,0700
US1CASA0010,20121203,PRCP,122,,,N,0700
US1CASA0010,20121211,PRCP,33,,,N,0700
US1CASA0010,20121213,PRCP,36,,,N,0700
US1CASA0010,20121215,PRCP,15,,,N,0700
US1CASA0010,20121216,PRCP,43,,,N,0700
US1CASA0010,20121218,PRCP,69,,,N,0700
US1CASA0010,20121222,PRCP,122,,,N,0700
US1CASA0010,20121223,PRCP,213,,,N,0700
US1CASA0010,20121226,PRCP,224,,,N,0700
US1CASA0010,20130106,PRCP,287,,,N,0700
US1CASA0010,20130124,PRCP,61,,,N,0700
US1CASA0010,20130126,PRCP,18,,,N,0700
US1CASA0010,20130306,PRCP,117,,,N,0700
US1CASA0010,20130331,PRCP,287,,,N,0700
US1CASA0010,20130401,PRCP,33,,,N,0700
US1CASA0010,20130402,PRCP,56,,,N,0700
US1CASA0010,20130404,PRCP,79,,,N,0700
US1CASA0010,20131120,PRCP,191,,,N,0700
US1CASA0010,20131201,PRCP,102,,,N,0700
